emotion,intensity,gender,chr_mn,chr_std,cont_mn,cont_std,ton_mn,ton_std,mel02_mn,mel02_std,mel24_mn,mel24_std,mel46_mn,mel46_std,mel68_mn,mel68_std
4.0,1.0,1.0,0.7157905740472718,0.030121225528802486,17.05186401271576,5.332825189775586,0.0064355009977207535,0.02237250614642151,0.01731496881804421,0.010750656939424806,0.0025627385099054245,0.004456115778241059,0.0013895632993781693,0.0022993118613969595,0.0001256624765565673,8.628869872152862e-05
4.0,2.0,1.0,0.7092104771507971,0.03771158944773311,18.02264391869344,5.035445120352928,0.0046064869590057445,0.011532491631085932,0.02793371484987493,0.026238084480551163,0.003529310127826941,0.0051213304050631734,0.0007965579520528912,0.0004321460134286209,0.00019251473913179211,0.00014570684821432932
4.0,2.0,1.0,0.7067773454980223,0.03397144517673293,17.747613825556986,5.216319967884478,0.002592044813975263,0.0130318402246467,0.0720323047055975,0.06378385171514624,0.02465425664471528,0.041768501508084845,0.010547824435177097,0.020016719412084417,0.0005831684412254115,0.0005137413462523924
4.0,2.0,1.0,0.7198587163989373,0.02485634933012539,18.36249680149781,5.029808795300878,-0.000860008768295847,0.013655008656867775,0.0706231444170993,0.054315738981757074,0.022816814751104864,0.05204116254166669,0.0048578589769057625,0.003465452449087831,0.0010515015162024586,0.0008771515580990625
4.0,2.0,1.0,0.7043920055318399,0.03774912366420563,18.480470202438404,5.087332215148478,0.0015773095391535266,0.019104922340072876,0.09211501812784961,0.06365003039723784,0.032114608684266424,0.05194618638647775,0.004876290655205729,0.001939894015079693,0.0012039870293391209,0.0010738362658571606
5.0,1.0,1.0,0.686781068551975,0.04060282381713141,17.879455254837858,5.0706485664026,0.006959094674646927,0.02251843119173251,0.16151612127522003,0.1408255274560779,0.11326093300509979,0.12541054247219174,0.030529437210040915,0.031407866661191504,0.004999967112701448,0.0037551641938918393
5.0,1.0,1.0,0.6969598732901982,0.02655961430418794,18.072294031434627,5.071232526646342,0.0015397224077689346,0.002983799883665454,0.20054523160172813,0.1896360424343149,0.100011033972136,0.12457433676095403,0.02553047183312549,0.02169210544136383,0.008627508910267236,0.004146291926696225
5.0,1.0,1.0,0.7254682093437159,0.02841425382009952,17.963036128396283,5.204301013404416,0.0022389379628154436,0.015329819151265335,0.12503327783587564,0.11217205289169996,0.054139889765909756,0.0700021291450182,0.016787147715147204,0.022435700589560133,0.002025159670035768,0.0015813708073201121
5.0,1.0,1.0,0.6911791712686851,0.039249889544306076,18.648887916016996,5.09754287198668,-0.005970983789488887,0.01647245112794404,0.23574943600407447,0.22704243335219992,0.1664323385226955,0.23265087257465938,0.04663601153859606,0.051121193236775914,0.005712174619604189,0.00446463111750144
5.0,2.0,1.0,0.6804313382010935,0.03982882993662927,18.672413440574527,4.547073717081602,0.006902769126959057,0.01671223315314137,3.6689957924045786,6.941581053487843,4.351749989589041,2.216643949468459,1.954763475852546,1.5871669383331888,0.3276207305840112,0.28767278905706783
5.0,2.0,1.0,0.6185394379350536,0.04194735440807663,19.84156647595276,4.31386593498208,-0.017548910545054273,0.0173142345936261,0.881650582283535,1.1908191417196419,1.9211169415101648,1.6303034856175767,0.8242963849267188,1.220862377387114,0.13582716549254706,0.08476908511977699
5.0,2.0,1.0,0.7025837201191626,0.02515928583801435,18.752598825544663,4.556501571070957,0.0024424634960250745,0.008757516216530403,1.566665650142087,1.6659743966028304,1.242142232036458,1.007639480737513,0.5176292648556864,0.6059007048506273,0.3830832732771034,0.42840217093677846
5.0,2.0,1.0,0.6314562656668826,0.048253790211500745,19.484885247989222,3.956850115532215,0.007559039300582197,0.020450877650659068,7.077154555245175,13.432797668682365,10.261247675060545,13.65033997357834,8.581664146444513,10.90298558738423,1.2179826518746937,0.8810062638693053
6.0,1.0,1.0,0.7020110171045415,0.04646096952146915,18.987324541221074,4.783404465071564,0.008304205272642888,0.01527431620280578,0.091849417649339,0.08213096561781907,0.049348728322891326,0.0807165384254228,0.006516618723149713,0.00573665128168066,0.0009654115092307224,0.0007851826370454764
6.0,1.0,1.0,0.6949855187608852,0.035391658874206804,19.132080601319302,4.599004011479152,-0.00047149285578813063,0.032500180649865464,0.08789849636632649,0.07677335664261917,0.031403755965395484,0.0558150605159205,0.005182411444878917,0.002925455658102036,0.0008057463811044037,0.00047796892079994844
6.0,1.0,1.0,0.7186644112538983,0.0387090821965096,18.42436008147572,4.857457160280782,0.002392182281945107,0.011336193611997671,0.0718861574791848,0.06546010197316866,0.018236340913256925,0.03326111584117877,0.0034907468508689533,0.002983098348922871,0.000724030478254507,0.0004781064678680479
6.0,1.0,1.0,0.7190297508280712,0.03555920555918073,18.719600911283464,5.0647775195963325,0.01696795774928308,0.028278560651798797,0.06403851460941029,0.06079185933628136,0.008545409663621618,0.015056551931305513,0.004268777116010624,0.0035317984328775524,0.0005874447099199186,0.00043923274108261337
6.0,2.0,1.0,0.663564501591408,0.04823884584222533,18.715668833327637,4.4758582160269285,0.009063474238828202,0.017738272189822102,0.7538538900032374,0.7562564236735969,0.48406572005511794,0.5230880193015468,0.11204188145821743,0.1381647816170033,0.013186906969841697,0.009631594491429609
6.0,2.0,1.0,0.6175313468507327,0.045967485896858146,19.635655972281562,3.9370586557166902,-0.013749984143499502,0.01075597222092498,0.758395701015992,1.075520183917741,0.436101998707214,0.6418169461663481,0.9811414895294976,2.632415757749246,0.01807039462097147,0.013595094850080442
6.0,2.0,1.0,0.6354617946578044,0.03531219119061394,19.236570927366408,3.961245109861331,0.004977361544606325,0.01844911007912853,1.7453076270791592,2.524773514840972,1.6038083062268584,1.969369031886097,1.829880009828506,3.3898675146193216,0.07975034285048724,0.06507074175806449
6.0,2.0,1.0,0.6277703535073211,0.03856354920968221,19.810642831773457,4.131859008766908,0.0028795773999254304,0.009291385536582314,1.0971783359560672,1.4239660687361817,0.758356640641068,0.9598461469240882,0.5992792536931874,0.8576706966788284,0.03915057485815027,0.03346274753448354
7.0,1.0,1.0,0.676520481292167,0.016110269364659438,17.967258488313966,4.857930874346893,-0.0020123290629011424,0.009911111199933756,0.025682691694347053,0.020603966443116486,0.002022834611781494,0.0028736235428239144,0.0004253482486219611,0.00022649109270093438,0.0001087820566388,6.116379442747634e-05
7.0,1.0,1.0,0.6888652087629167,0.033198374565656205,17.97988091207964,4.900862716816908,0.0017831104005703868,0.02229471491578448,0.03474529182754662,0.031139685004246073,0.00400724997993873,0.005420067368256456,0.0007528100247507037,0.0004081072804336243,0.0001822533912083074,9.868852261916747e-05
7.0,1.0,1.0,0.6865867385003449,0.04839192204622671,18.190069876294505,5.362421841784528,-0.0044579490587419186,0.018389777246842567,0.019622335024984616,0.015511475587946343,0.00602592085575238,0.007439152110687274,0.0007701313150721351,0.0005154803974955643,9.444722660988092e-05,6.318105143880821e-05
7.0,1.0,1.0,0.7125760524006758,0.02572904901253712,17.823254706422244,4.98252693548106,0.0014172600805775596,0.024929815369605923,0.024742822882927243,0.0199489137957883,0.0072354367979863155,0.012115560693394659,0.0016686799100397776,0.0015371379538843433,0.00010427687562769472,6.769420007641466e-05
7.0,2.0,1.0,0.6418227996234734,0.04608565118624533,19.20759129980641,4.496574305537349,0.0014712640826141695,0.004935127455579037,0.24718096522355548,0.30403897413735176,0.34770371308874143,0.5512956306465054,0.014425158093975543,0.009499891122132708,0.007943583278251808,0.006580554803793902
7.0,2.0,1.0,0.664984156924529,0.029869016633964508,18.665333033534548,4.570388369820136,-0.0012811052109701058,0.0029319234180804716,0.3981103765489896,0.46891110139553827,0.19146663036102085,0.2785459494055793,0.026065130189769293,0.028371834914908772,0.003445320320276211,0.0019575338259305926
7.0,2.0,1.0,0.6551246174362694,0.039754331164936145,19.558825101494033,4.92403522399278,0.0013258555869344799,0.012105797705171993,0.2726379890309616,0.3009304911594355,0.2121992589236902,0.2454379613589179,0.027037648726166225,0.04251193269942917,0.0033569198149367672,0.00450617422068373
7.0,2.0,1.0,0.6929421352913826,0.02215599643861849,18.81174722923408,4.805840461441862,0.0054465725990804105,0.020612440074289303,0.4336584126517261,0.505579809191304,0.06130843838288115,0.060510495867833344,0.021135037325894238,0.01750957036620485,0.0045772644996513,0.003631936059943326
8.0,1.0,1.0,0.7564644428543391,0.027665798774913514,16.75738966651281,5.305554421238307,0.004828925461938701,0.008020409103636232,0.03623838388230278,0.029989674331662917,0.009736369633529982,0.011939400358788889,0.0023939138694342617,0.002966872685024689,0.0006396231436953401,0.00042847130456329953
8.0,1.0,1.0,0.7542367789067467,0.03810366147062869,16.94121449414456,5.567445980870645,0.0009425638319472932,0.02604272932511792,0.0323231292684167,0.028022335305945695,0.010215233038967559,0.014999210855494018,0.004049538575900102,0.004993027368686056,0.0006610604864078808,0.0005260553811739555
8.0,1.0,1.0,0.7217276388290966,0.04153803437614031,17.66103365485529,5.313981668351631,-0.002712129285547565,0.02285975724798231,0.03125709805064322,0.02756008788270199,0.015264591834366518,0.01576618908807522,0.0034880329569041057,0.004576427689625719,0.0002851929577172336,0.00028311989424563704
8.0,1.0,1.0,0.7363913293888223,0.054578055366414205,17.197259929854145,5.3058876585559736,0.006820112997612781,0.017610450563472966,0.036940198864460344,0.029993997819193458,0.025076210803231476,0.03171197606445039,0.00408838772125724,0.0040551008716638165,0.00048820793422187585,0.0004445255979137198
8.0,2.0,1.0,0.7300323110591752,0.02877730373168657,16.821003223764105,5.335691411848094,0.002177483131525352,0.013428191883670372,0.13103905019384807,0.0954787639492016,0.06611520202989599,0.06993801638764773,0.013900141273384948,0.010066227455026406,0.002679011144293293,0.0017962349966910995
8.0,2.0,1.0,0.7163093797065051,0.0411534308076902,16.770859920825664,4.85566406109834,-0.0018651033730565638,0.010696856312323838,0.22237107306021806,0.21220571884768746,0.11831142474567277,0.17068280784054377,0.04301722679030008,0.0830773538202774,0.007615142089347819,0.0054986261872053055
8.0,2.0,1.0,0.7199852506951686,0.03766622721452948,17.527988755932135,5.4260582739952525,0.0030998510600592673,0.011674567257019429,0.11313021707622391,0.10279007751863567,0.05240840199387279,0.06438387142934608,0.009961101090167951,0.00858611385869119,0.001614840856059294,0.0010747544592947867
8.0,2.0,1.0,0.7305840642635676,0.026079662300546088,17.571838485749215,4.8789248381895645,0.00019816083597381148,0.009604000945238753,0.21479762921428586,0.22851695752767828,0.12474677839321,0.14073896160197086,0.027035867232807424,0.019269323214207427,0.002852023280151973,0.0031298906800320855
1.0,1.0,0.0,0.5699577807844277,0.020843212301668204,18.115060853272656,4.140888627281593,-0.0021882968155784634,0.007262515264728035,0.023848227149125076,0.03371120250332094,0.020247279174329384,0.01790103445218766,0.007817001077942455,0.004448599224258853,0.003370489022272732,0.0057498079097901495
1.0,1.0,0.0,0.6545368535932273,0.02226233444066822,17.780278087427032,4.4769327099613605,0.0025137954261989235,0.008082497986163544,0.02034776938418753,0.025015841086904408,0.02288142488316752,0.02245423612536122,0.006315244276881534,0.006861284349577929,0.0016410969076268878,0.0013162392374325158
1.0,1.0,0.0,0.663204628977292,0.022372186500748556,17.734866317605434,4.618227568792317,-0.002791100861471137,0.015441420537828135,0.04123034219457853,0.047120034473591275,0.04687780435745345,0.03258649132914445,0.03042204813843492,0.02353706652351707,0.0019338450238319416,0.0022699838112312486
1.0,1.0,0.0,0.6538919522164625,0.012674776416584236,17.821605367508663,4.26674679840703,-0.011576521337281069,0.016021185095203276,0.03856184563071363,0.04416281483381113,0.03797235964511869,0.027336246000267104,0.018766664599213424,0.00856755306902259,0.0015007748994397812,0.0011325653124999373
2.0,1.0,0.0,0.6365991130447337,0.04113482060388073,18.505816418480567,4.351060273679151,3.679804366206325e-05,0.01377327257119204,0.024325018906394314,0.036977348416417165,0.011666746670583133,0.008097873990505688,0.007611062599404724,0.009027867097206092,0.0006396311660253687,0.0011701718618137287
2.0,1.0,0.0,0.5617786528686641,0.04082577835719507,18.668311178985427,3.7723866335652363,0.0028102215759732165,0.03134183523903293,0.02744424452237428,0.04709697312006488,0.01174027495850805,0.01679188412576743,0.00552504378701459,0.0063975249922186015,0.0005147989604641852,0.0009326381575507958
2.0,1.0,0.0,0.520517007016078,0.04328414530272434,18.30567877303062,3.4866028569033847,0.0012935566155468131,0.022877879524186375,0.029955160656519337,0.05188518176796956,0.012856680801660728,0.008986652662982843,0.00788837260099234,0.005858862710480211,0.0007437971752931492,0.0011564711890015016
2.0,1.0,0.0,0.5824544757062374,0.04445484356573591,18.447519162140377,3.91959122082178,-0.0020647273636128015,0.01708090599463121,0.030457445861270683,0.04733856720745775,0.01204092512604488,0.006682527902938274,0.006421068893800527,0.003750903555465014,0.0005178779162864072,0.0007108046740444006
2.0,2.0,0.0,0.6299381371481813,0.04202166633363386,18.91635401393692,4.35501096060235,-0.00432050818208802,0.018870217278980535,0.023380501114065224,0.03441162234384756,0.00434254946778091,0.0030784471869261865,0.00508347688342871,0.007228090653597017,0.00023347965264530697,0.0001568982136274475
2.0,2.0,0.0,0.5050013352015928,0.05276561831753712,19.49462228694554,3.4346430168061275,0.006275441767642817,0.007416678970820604,0.015971978809861603,0.02284601712636922,0.011268229540392222,0.013818469311478747,0.010621566788913081,0.017135930881972426,0.0002863345820110301,0.00025982693326023125
2.0,2.0,0.0,0.5448795376720906,0.052105757355555435,19.17635536194521,3.7334676674629446,0.005244627314724751,0.009250703048777509,0.023064661583670956,0.03068513640115902,0.013342895559171019,0.00674147999870428,0.007675654638290437,0.010470818278891661,0.0002999640716186022,0.00042681195289132756
2.0,2.0,0.0,0.49710200189009884,0.07548975203959014,19.257859467537315,3.4858851758055978,0.015068653745358053,0.023809279280761243,0.023541429605549734,0.028045635124771925,0.010600177402810402,0.008176153598066992,0.003253158558920416,0.002614464143608554,0.0002033338046136633,0.00016534037684518124
3.0,1.0,0.0,0.684582105692389,0.04465584963369465,18.71953053087134,4.494137151446816,0.0034205731754373488,0.005512057295356719,0.06649173382101659,0.1055158477835827,0.0453929952672361,0.03176851712205211,0.07491393807675018,0.059198406794616944,0.006290745918625965,0.006892955739202162
3.0,1.0,0.0,0.6715323901459174,0.03842510109088458,18.221461631226514,4.5200003978133925,0.0033057757579068054,0.017724235771764754,0.050300209942034636,0.05918615028215614,0.040693829090959956,0.03071670928199071,0.04668431738821156,0.03201413645974598,0.006042248478739369,0.004341985788460709
3.0,1.0,0.0,0.5586208537925397,0.03365936569089764,19.13833503576659,3.7158319616650957,0.0049891005835311095,0.007411603249689166,0.05263465167199782,0.05360636752321538,0.07553481201834553,0.05707358802395274,0.05282197128239589,0.05170293159276764,0.004758198424706877,0.00446463834101904
3.0,1.0,0.0,0.6762859268497582,0.04031224589264322,18.571894209999765,4.607651954180208,-0.009094093025172681,0.010894274366651559,0.04959899442599257,0.055477668882573106,0.07837055603592413,0.06490605554754796,0.04658134498292167,0.06707372882360912,0.005604054308434874,0.007829168310173525
3.0,2.0,0.0,0.5501250157755295,0.03236058520773757,19.130243915721927,3.80100614357678,0.0011117143723007718,0.012717569951647098,0.3254354353609952,0.48452538088597924,0.22013925828091613,0.17037107009100957,0.6233063473048939,0.8258160006978846,0.04086917703431127,0.02539412634404988
3.0,2.0,0.0,0.6492845028302425,0.03425106743550725,18.968839150698937,4.360318797010734,0.001406886242049661,0.011475456463638812,0.3613899604457706,0.572781415803399,0.33820491729727753,0.3360888551510791,0.5169976145027648,0.4487090198204944,0.036671619417925294,0.016541464413714464
3.0,2.0,0.0,0.6241576951034801,0.043451469280279355,19.48321648480112,4.449797316834025,0.00515717395377978,0.019148465203801524,0.15132900050279324,0.19895770070776264,0.2591261058685196,0.2888620351359307,0.13706273067757307,0.12576165966973926,0.01613183646398849,0.011274111652645573
3.0,2.0,0.0,0.5188801759011394,0.047133511733773885,20.02558363193497,3.553634050806195,0.009504074349045107,0.02796073436410466,0.19373031411979086,0.19609750948344376,0.17163488658088866,0.12236870943362725,0.25401611936962865,0.19464043827626082,0.022663566288055725,0.019990094162965807
4.0,1.0,0.0,0.4637709888710459,0.05984870765843215,19.438479768362537,3.3987072221217036,0.0035150104110606537,0.020570489129513064,0.017079935862402695,0.02190067477892638,0.011861301168487201,0.012373429198509265,0.0020438412230878505,0.002009312632379484,0.0004745092279303012,0.0006865857093510176
4.0,1.0,0.0,0.4913769039405543,0.04669498825668295,17.83497059602737,3.4870505680136366,0.003041151171001266,0.017983603165996752,0.018242831616197892,0.019791317886119656,0.01607561487029722,0.011910885353999544,0.007906534554292298,0.010870063166269359,0.00044419778241834996,0.0003650521159742318
4.0,1.0,0.0,0.4848796108806666,0.07078529553455329,20.008305635792873,3.217926832994666,0.004963284092599014,0.03590049293231544,0.019674506035285713,0.026587422335173316,0.024381016923255523,0.05371282763615883,0.0039890007357498225,0.0073272477352201385,0.0002505118341144702,0.00028641661967793196
4.0,1.0,0.0,0.5475233614613071,0.07529398207049229,19.524159431353002,3.8616224931351377,0.01201569462547753,0.02492931811364712,0.01682458536010257,0.02452698606225731,0.019769731095958247,0.026121567618405738,0.00495805180854064,0.007050847453475759,0.00022059245833331957,0.00015446909514647562
4.0,2.0,0.0,0.5628879467095197,0.055793154369443744,17.684250811147145,4.449810271972499,0.0033483677085201376,0.021223577195948685,0.0096868047921466,0.01614008927021389,0.018030891253231304,0.02156833324236037,0.010151369801612405,0.012385516436448302,0.00048394474678805364,0.00041538744163078535
4.0,2.0,0.0,0.5548938427092044,0.06248385464877352,17.08833269352583,4.2712060484600345,0.009477160445614358,0.01640861857140592,0.0087884932336731,0.010176331682634222,0.011910575451706847,0.00742681589262162,0.005350823708889759,0.005367770725557961,0.00032484609705528444,0.0002916327509256553
4.0,2.0,0.0,0.5683496643986249,0.04742489982583605,18.106684463088488,4.3393613434989,-0.0018740248069646934,0.02124257989268264,0.023650221561135384,0.02976528429915089,0.02187231748965044,0.030202720226412138,0.014444497617000226,0.02084025781775224,0.00040134926851890726,0.0002755760946708353
4.0,2.0,0.0,0.52998569984746,0.046577613631901174,18.142853874291767,3.8932608048218187,0.006216351876643743,0.020195787751031456,0.016049879848945108,0.029350276886281567,0.01620675681443004,0.02320595511287358,0.007824274824352148,0.01327003180352999,0.0005317610396134226,0.0005362890051316049
5.0,1.0,0.0,0.5650253400764508,0.01448400206551448,17.94597935025594,3.884003573296995,0.014608552626502245,0.022456363166765882,0.0746947096848656,0.06880828225477321,0.07415346686386413,0.11575819065941775,0.04509622387138397,0.10537229033207776,0.004095974077504573,0.004686461317453895
5.0,1.0,0.0,0.6854570404729065,0.026883101314673377,17.313978479965495,4.709003868084842,0.008117690478763697,0.007732377014143568,0.053822024894929044,0.05169128945490569,0.0635827895470574,0.057715817429620994,0.0934506655404829,0.21581503581565703,0.006488724893682648,0.007957187392558676
5.0,1.0,0.0,0.6506505165035003,0.025124114891667788,17.811734227574682,4.40789251341801,0.007423246713781226,0.02197683154277179,0.08390202154615159,0.09888497740774978,0.10667254836043205,0.04750361602734844,0.046824142871168276,0.05538948687667426,0.0047819002300039486,0.0047346102603651324
5.0,1.0,0.0,0.5844446164756665,0.033661031258587715,18.3568826621113,3.9055970539128344,0.0009599316866817877,0.009971395736206132,0.08147116112670856,0.10044886908234044,0.12832612779296557,0.09082981198601427,0.04366864066988471,0.025720011102812877,0.005216817711871213,0.005117853626036455
5.0,2.0,0.0,0.5571152375429292,0.02930133648492439,19.479574639095038,3.7130936257669167,0.007529266029242314,0.013549581277830763,0.3942961978023418,0.4746709336828064,0.8162376049955136,1.0917008325728352,0.7803485048700567,1.7054387850710275,0.12267580021578199,0.12400879481076856
5.0,2.0,0.0,0.583098200291443,0.023292240007522298,18.72788845930553,3.9925018726107977,-0.007266435616403171,0.012039683905044006,0.3243347623755171,0.40845384092890474,0.2860900438119165,0.08059659919798239,0.5826046582263407,0.8025669688605154,0.06206434506037313,0.047425589795303466
5.0,2.0,0.0,0.6817328490223719,0.02881536790417706,18.902811144399262,4.507219712405308,0.0014199494633719374,0.0128850457729932,0.9542829689024839,1.3551130342451458,3.3399764789622233,2.6185492248425093,2.4924098756761404,1.8785711606736992,0.4683366748498597,0.6256616715615384
5.0,2.0,0.0,0.5709069741780094,0.02704199364969586,19.67411859019423,3.8105688446769976,0.007998544513428553,0.012090963298030057,0.5770342457471769,0.7023998954557517,2.815130217098707,4.231744557913353,1.5670505578953065,1.0458376513905354,0.4130841766542698,0.3337310947942953
6.0,1.0,0.0,0.5599915884576702,0.02870537372054977,19.061116923920274,4.048180637214446,0.006713278583795897,0.015607012703789695,0.06933558347806743,0.14546167146308772,0.12715216589583123,0.15534545357110582,0.020791305311006036,0.025848292900465485,0.003390014322350754,0.0022652913362523515
6.0,1.0,0.0,0.5355797561204608,0.032229600541979465,19.67484208182114,4.21322067851031,0.01050135376353351,0.017561775110824133,0.08218137385545228,0.15808535150204783,0.11137999030842542,0.117755217932809,0.046210486663937136,0.05792831961436219,0.003758733571601152,0.0030643745888075157
6.0,1.0,0.0,0.6123465887746943,0.022390399586719283,18.550071563656928,4.652239926230149,0.003400387351516962,0.009761395873349496,0.0845172944858533,0.17726994617956887,0.1441202433677373,0.09473515786540156,0.03829969109058015,0.022469617017899405,0.007972418517596851,0.008756472497769565
